country_name,country_code,indicator_code,indicator_label,respondent_type,value_pct,global_avg_pct,page_number,extraction_note
Denmark,DK,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,32.0,41.0,44,
Denmark,DK,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,40.0,38.0,44,
Denmark,DK,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,44,not in RM — pay is primary attraction driver for this country
Denmark,DK,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,51.0,46.0,44,
France,FR,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,58.0,68.0,45,
France,FR,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,65.0,54.0,45,
France,FR,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,80.0,72.0,45,
France,FR,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,45,
France,FR,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,98.0,95.0,45,
France,FR,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,80.0,81.0,45,
France,FR,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,98.0,90.0,45,
France,FR,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,72.0,47.0,45,
France,FR,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,45,not in RM
France,FR,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,48.0,62.0,45,
France,FR,talent_confident_use_technology,Talent feel confident using latest technology,talent,64.0,69.0,45,
France,FR,talent_job_security_retention,Job security as reason for staying in current role,talent,23.0,23.0,45,
France,FR,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,23.0,25.0,45,
France,FR,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,66.0,71.0,45,
France,FR,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,71.0,78.0,45,
France,FR,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,23.0,43.0,45,
France,FR,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,34.0,43.0,45,
France,FR,talent_optimism,Talent share optimism about business outlook,talent,41.0,51.0,45,
France,FR,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,81.0,81.0,45,
France,FR,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,30.0,23.0,45,
France,FR,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,40.0,39.0,45,
France,FR,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,72.0,74.0,45,
France,FR,talent_second_job,Talent taking on or looking for a second job,talent,67.0,40.0,45,
France,FR,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,67.0,72.0,45,
France,FR,talent_trust_colleagues,Talent trust their colleagues,talent,72.0,76.0,45,
France,FR,talent_trust_leadership,Talent trust the leadership of their company,talent,64.0,72.0,45,
France,FR,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,35.0,41.0,45,
France,FR,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,34.0,38.0,45,
France,FR,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,45,not in RM — pay is primary attraction driver for this country
France,FR,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,42.0,46.0,45,
Germany,DE,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,75.0,68.0,46,
Germany,DE,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,58.0,54.0,46,
Germany,DE,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,80.0,72.0,46,
Germany,DE,employer_confident_growth,Employers confident of growing next year,employer,98.0,95.0,46,
Germany,DE,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,100.0,95.0,46,
Germany,DE,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,85.0,81.0,46,
Germany,DE,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,98.0,90.0,46,
Germany,DE,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,72.0,47.0,46,
Germany,DE,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,46,not in RM
Germany,DE,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,50.0,62.0,46,
Germany,DE,talent_confident_use_technology,Talent feel confident using latest technology,talent,65.0,69.0,46,
Germany,DE,talent_job_security_retention,Job security as reason for staying in current role,talent,39.0,23.0,46,
Germany,DE,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,24.0,25.0,46,
Germany,DE,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,76.0,71.0,46,
Germany,DE,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,71.0,78.0,46,
Germany,DE,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,24.0,43.0,46,
Germany,DE,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,39.0,43.0,46,
Germany,DE,talent_optimism,Talent share optimism about business outlook,talent,41.0,51.0,46,
Germany,DE,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,74.0,81.0,46,
Germany,DE,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,16.0,23.0,46,
Germany,DE,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,33.0,39.0,46,
Germany,DE,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,72.0,74.0,46,
Germany,DE,talent_second_job,Talent taking on or looking for a second job,talent,78.0,40.0,46,
Germany,DE,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,78.0,72.0,46,
Germany,DE,talent_trust_colleagues,Talent trust their colleagues,talent,74.0,76.0,46,
Germany,DE,talent_trust_leadership,Talent trust the leadership of their company,talent,70.0,72.0,46,
Germany,DE,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,32.0,41.0,46,
Germany,DE,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,27.0,38.0,46,
Germany,DE,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,46,not in RM — pay is primary attraction driver for this country
Germany,DE,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,38.0,46.0,46,
Greece,GR,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,60.0,68.0,47,
Greece,GR,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,60.0,54.0,47,
Greece,GR,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,80.0,72.0,47,
Greece,GR,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,47,
Greece,GR,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,100.0,95.0,47,
Greece,GR,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,85.0,81.0,47,
Greece,GR,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,90.0,90.0,47,
Greece,GR,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,68.0,47.0,47,
Greece,GR,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,47,not in RM
Greece,GR,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,57.0,62.0,47,
Greece,GR,talent_confident_use_technology,Talent feel confident using latest technology,talent,75.0,69.0,47,
Greece,GR,talent_job_security_retention,Job security as reason for staying in current role,talent,27.0,23.0,47,
Greece,GR,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,27.0,25.0,47,
Greece,GR,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,62.0,71.0,47,
Greece,GR,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,77.0,78.0,47,
Greece,GR,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,27.0,43.0,47,
Greece,GR,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,37.0,43.0,47,
Greece,GR,talent_optimism,Talent share optimism about business outlook,talent,41.0,51.0,47,
Greece,GR,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,81.0,81.0,47,
Greece,GR,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,23.0,23.0,47,
Greece,GR,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,41.0,39.0,47,
Greece,GR,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,68.0,74.0,47,
Greece,GR,talent_second_job,Talent taking on or looking for a second job,talent,65.0,40.0,47,
Greece,GR,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,65.0,72.0,47,
Greece,GR,talent_trust_colleagues,Talent trust their colleagues,talent,69.0,76.0,47,
Greece,GR,talent_trust_leadership,Talent trust the leadership of their company,talent,63.0,72.0,47,
Greece,GR,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,39.0,41.0,47,
Greece,GR,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,34.0,38.0,47,
Greece,GR,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,47,not in RM — pay is primary attraction driver for this country
Greece,GR,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,44.0,46.0,47,
Hong Kong Sar,HK,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,60.0,68.0,48,
Hong Kong Sar,HK,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,50.0,54.0,48,
Hong Kong Sar,HK,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,60.0,72.0,48,
Hong Kong Sar,HK,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,48,
Hong Kong Sar,HK,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,100.0,95.0,48,
Hong Kong Sar,HK,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,90.0,81.0,48,
Hong Kong Sar,HK,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,95.0,90.0,48,
Hong Kong Sar,HK,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,71.0,47.0,48,
Hong Kong Sar,HK,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,48,not in RM
Hong Kong Sar,HK,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,77.0,62.0,48,
Hong Kong Sar,HK,talent_confident_use_technology,Talent feel confident using latest technology,talent,72.0,69.0,48,
Hong Kong Sar,HK,talent_job_security_retention,Job security as reason for staying in current role,talent,27.0,23.0,48,
Hong Kong Sar,HK,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,32.0,25.0,48,
Hong Kong Sar,HK,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,64.0,71.0,48,
Hong Kong Sar,HK,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,77.0,78.0,48,
Hong Kong Sar,HK,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,32.0,43.0,48,
Hong Kong Sar,HK,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,54.0,43.0,48,
Hong Kong Sar,HK,talent_optimism,Talent share optimism about business outlook,talent,52.0,51.0,48,
Hong Kong Sar,HK,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,87.0,81.0,48,
Hong Kong Sar,HK,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,22.0,23.0,48,
Hong Kong Sar,HK,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,42.0,39.0,48,
Hong Kong Sar,HK,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,71.0,74.0,48,
Hong Kong Sar,HK,talent_second_job,Talent taking on or looking for a second job,talent,69.0,40.0,48,
Hong Kong Sar,HK,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,69.0,72.0,48,
Hong Kong Sar,HK,talent_trust_colleagues,Talent trust their colleagues,talent,80.0,76.0,48,
Hong Kong Sar,HK,talent_trust_leadership,Talent trust the leadership of their company,talent,74.0,72.0,48,
Hong Kong Sar,HK,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,54.0,41.0,48,
Hong Kong Sar,HK,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,51.0,38.0,48,
Hong Kong Sar,HK,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,48,not in RM — pay is primary attraction driver for this country
Hong Kong Sar,HK,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,45.0,46.0,48,
Hungary,HU,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,58.0,68.0,49,
Hungary,HU,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,63.0,54.0,49,
Hungary,HU,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,80.0,72.0,49,
Hungary,HU,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,49,
Hungary,HU,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,100.0,95.0,49,
Hungary,HU,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,93.0,81.0,49,
Hungary,HU,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,93.0,90.0,49,
Hungary,HU,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,65.0,47.0,49,
Hungary,HU,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,49,not in RM
Hungary,HU,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,48.0,62.0,49,
Hungary,HU,talent_confident_use_technology,Talent feel confident using latest technology,talent,66.0,69.0,49,
Hungary,HU,talent_job_security_retention,Job security as reason for staying in current role,talent,25.0,23.0,49,
Hungary,HU,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,26.0,25.0,49,
Hungary,HU,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,64.0,71.0,49,
Hungary,HU,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,73.0,78.0,49,
Hungary,HU,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,26.0,43.0,49,
Hungary,HU,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,31.0,43.0,49,
Hungary,HU,talent_optimism,Talent share optimism about business outlook,talent,42.0,51.0,49,
Hungary,HU,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,77.0,81.0,49,
Hungary,HU,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,41.0,23.0,49,
Hungary,HU,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,39.0,39.0,49,
Hungary,HU,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,65.0,74.0,49,
Hungary,HU,talent_second_job,Talent taking on or looking for a second job,talent,70.0,40.0,49,
Hungary,HU,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,70.0,72.0,49,
Hungary,HU,talent_trust_colleagues,Talent trust their colleagues,talent,67.0,76.0,49,
Hungary,HU,talent_trust_leadership,Talent trust the leadership of their company,talent,61.0,72.0,49,
Hungary,HU,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,31.0,41.0,49,
Hungary,HU,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,32.0,38.0,49,
Hungary,HU,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,49,not in RM — pay is primary attraction driver for this country
Hungary,HU,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,31.0,46.0,49,
India,IN,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,55.0,68.0,50,
India,IN,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,60.0,54.0,50,
India,IN,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,63.0,72.0,50,
India,IN,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,50,
India,IN,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,98.0,95.0,50,
India,IN,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,85.0,81.0,50,
India,IN,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,,90.0,50,not in RM
India,IN,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,85.0,47.0,50,
India,IN,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,50,not in RM
India,IN,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,89.0,62.0,50,
India,IN,talent_confident_use_technology,Talent feel confident using latest technology,talent,86.0,69.0,50,
India,IN,talent_job_security_retention,Job security as reason for staying in current role,talent,14.0,23.0,50,
India,IN,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,43.0,25.0,50,
India,IN,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,87.0,71.0,50,
India,IN,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,87.0,78.0,50,
India,IN,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,43.0,43.0,50,
India,IN,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,43.0,43.0,50,
India,IN,talent_optimism,Talent share optimism about business outlook,talent,41.0,51.0,50,
India,IN,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,81.0,81.0,50,
India,IN,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,15.0,23.0,50,
India,IN,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,52.0,39.0,50,
India,IN,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,85.0,74.0,50,
India,IN,talent_second_job,Talent taking on or looking for a second job,talent,,40.0,50,not in RM
India,IN,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,87.0,72.0,50,
India,IN,talent_trust_colleagues,Talent trust their colleagues,talent,88.0,76.0,50,
India,IN,talent_trust_leadership,Talent trust the leadership of their company,talent,89.0,72.0,50,
India,IN,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,67.0,41.0,50,
India,IN,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,55.0,38.0,50,
India,IN,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,50,not in RM — pay is primary attraction driver for this country
India,IN,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,57.0,46.0,50,
Italy,IT,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,46.0,68.0,51,
Italy,IT,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,66.0,54.0,51,
Italy,IT,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,74.0,72.0,51,
Italy,IT,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,51,
Italy,IT,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,100.0,95.0,51,
Italy,IT,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,86.0,81.0,51,
Italy,IT,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,94.0,90.0,51,
Italy,IT,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,72.0,47.0,51,
Italy,IT,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,51,not in RM
Italy,IT,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,58.0,62.0,51,
Italy,IT,talent_confident_use_technology,Talent feel confident using latest technology,talent,70.0,69.0,51,
Italy,IT,talent_job_security_retention,Job security as reason for staying in current role,talent,19.0,23.0,51,
Italy,IT,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,21.0,25.0,51,
Italy,IT,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,69.0,71.0,51,
Italy,IT,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,75.0,78.0,51,
Italy,IT,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,40.0,43.0,51,
Italy,IT,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,39.0,43.0,51,
Italy,IT,talent_optimism,Talent share optimism about business outlook,talent,43.0,51.0,51,
Italy,IT,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,77.0,81.0,51,
Italy,IT,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,21.0,23.0,51,
Italy,IT,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,38.0,39.0,51,
Italy,IT,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,72.0,74.0,51,
Italy,IT,talent_second_job,Talent taking on or looking for a second job,talent,74.0,40.0,51,
Italy,IT,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,74.0,72.0,51,
Italy,IT,talent_trust_colleagues,Talent trust their colleagues,talent,71.0,76.0,51,
Italy,IT,talent_trust_leadership,Talent trust the leadership of their company,talent,68.0,72.0,51,
Italy,IT,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,39.0,41.0,51,
Italy,IT,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,31.0,38.0,51,
Italy,IT,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,51,not in RM — pay is primary attraction driver for this country
Italy,IT,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,52.0,46.0,51,
Japan,JP,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,58.0,68.0,52,
Japan,JP,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,63.0,54.0,52,
Japan,JP,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,73.0,72.0,52,
Japan,JP,employer_confident_growth,Employers confident of growing next year,employer,100.0,95.0,52,
Japan,JP,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,98.0,95.0,52,
Japan,JP,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,88.0,81.0,52,
Japan,JP,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,93.0,90.0,52,
Japan,JP,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,52.0,47.0,52,
Japan,JP,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,52,not in RM
Japan,JP,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,46.0,62.0,52,
Japan,JP,talent_confident_use_technology,Talent feel confident using latest technology,talent,41.0,69.0,52,
Japan,JP,talent_job_security_retention,Job security as reason for staying in current role,talent,36.0,23.0,52,
Japan,JP,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,12.0,25.0,52,
Japan,JP,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,45.0,71.0,52,
Japan,JP,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,62.0,78.0,52,
Japan,JP,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,23.0,43.0,52,
Japan,JP,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,25.0,43.0,52,
Japan,JP,talent_optimism,Talent share optimism about business outlook,talent,21.0,51.0,52,
Japan,JP,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,72.0,81.0,52,
Japan,JP,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,7.0,23.0,52,
Japan,JP,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,22.0,39.0,52,
Japan,JP,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,52.0,74.0,52,
Japan,JP,talent_second_job,Talent taking on or looking for a second job,talent,42.0,40.0,52,
Japan,JP,talent_strong_manager_relationship,Talent say they have a strong relationship with their manager,talent,42.0,72.0,52,
Japan,JP,talent_trust_colleagues,Talent trust their colleagues,talent,66.0,76.0,52,
Japan,JP,talent_trust_leadership,Talent trust the leadership of their company,talent,54.0,72.0,52,
Japan,JP,talent_want_linear_career,"Talent want to follow a traditional, linear career path",talent,18.0,41.0,52,
Japan,JP,talent_want_portfolio_career,Talent want to have a portfolio career (switching sectors and jobs),talent,22.0,38.0,52,
Japan,JP,talent_wlb_attracts,"Work-life balance attracts talent (primary attraction driver, NL/LU/TR only)",talent,,78.0,52,not in RM — pay is primary attraction driver for this country
Japan,JP,talent_wlb_main_retention_reason,Work-life balance is main reason for staying in current role,talent,51.0,46.0,52,
Luxembourg,LU,employer_ai_high_proportion_tasks,Employers estimate AI will impact high proportion of tasks (50-100%),employer,50.0,68.0,53,
Luxembourg,LU,employer_ai_improves_productivity,Employers feel AI helps improve productivity,employer,35.0,54.0,53,
Luxembourg,LU,employer_autonomy_engagement,"Employers agree greater autonomy leads to higher engagement, productivity and retention",employer,55.0,72.0,53,
Luxembourg,LU,employer_confident_growth,Employers confident of growing next year,employer,90.0,95.0,53,
Luxembourg,LU,employer_generational_diversity_productivity,Employers highlight generational diversity as a productivity lever,employer,100.0,95.0,53,
Luxembourg,LU,employer_remote_collaboration_challenging,Employers say remote/hybrid work has made collaboration more challenging,employer,85.0,81.0,53,
Luxembourg,LU,employer_want_improve_collaboration,Employers want management to spend more time improving team collaboration,employer,100.0,90.0,53,
Luxembourg,LU,talent_ai_benefits_company_more,"Talent believe AI adoption will mainly benefit companies, not them",talent,84.0,47.0,53,
Luxembourg,LU,talent_ai_high_proportion_tasks,Talent agree AI will impact high proportion of tasks (50-100%),talent,,52.0,53,not in RM
Luxembourg,LU,talent_ai_improves_productivity,Talent feel AI helps improve productivity,talent,76.0,62.0,53,
Luxembourg,LU,talent_confident_use_technology,Talent feel confident using latest technology,talent,84.0,69.0,53,
Luxembourg,LU,talent_job_security_retention,Job security as reason for staying in current role,talent,22.0,23.0,53,
Luxembourg,LU,talent_left_lack_independence,Talent left because they weren't given enough independence,talent,38.0,25.0,53,
Luxembourg,LU,talent_manager_best_interests,Talent believe their manager has their best interests in mind,talent,83.0,71.0,53,
Luxembourg,LU,talent_multigenerational_more_productive,Talent believe they are more productive when collaborating across generations,talent,83.0,78.0,53,
Luxembourg,LU,talent_no_hours_flexibility,Talent would not accept a role without working hours flexibility,talent,57.0,43.0,53,
Luxembourg,LU,talent_no_location_flexibility,Talent would not accept a new job without work location flexibility,talent,61.0,43.0,53,
Luxembourg,LU,talent_optimism,Talent share optimism about business outlook,talent,65.0,51.0,53,
Luxembourg,LU,talent_pay_attracts,Pay attracts talent (primary attraction driver),talent,,81.0,53,not in RM — WLB is primary attraction driver for this country
Luxembourg,LU,talent_pay_retention_reason,Pay/benefits as reason for staying in current role,talent,24.0,23.0,53,
Luxembourg,LU,talent_quit_personal_life,Talent quit jobs that didn't fit their personal lives,talent,49.0,39.0,53,
Luxembourg,LU,talent_rely_different_generations,Talent rely on people from different generations to broaden perspectives,talent,84.0,74.0,53,
